customer_id,age,gender,city,income_band,card_type,credit_limit,join_date,account_status
C05670,43,Female,Pune,Medium,Classic,130000,2021-07-23,Active
C05671,52,Female,Ahmedabad,Medium,Gold,235000,2022-10-10,Inactive
C05672,25,Female,Mumbai,Medium,Classic,120000,2021-10-10,Inactive
C05673,46,Female,Ahmedabad,Low,Classic,95000,2021-10-18,Inactive
C05674,59,Female,Ahmedabad,High,Gold,245000,2022-10-24,Active
C05675,46,Male,Kolkata,Medium,Classic,125000,2019-01-28,Active
C05676,23,Female,Ahmedabad,Medium,Platinum,410000,2020-05-26,Active
C05677,44,Female,Mumbai,High,Classic,130000,2021-12-08,Active
C05678,54,Male,Kolkata,Low,Gold,170000,2020-01-16,Active
C05679,54,Male,Pune,High,Platinum,520000,2020-11-15,Active
C05680,40,Male,Ahmedabad,Medium,Gold,215000,2021-10-21,Active
C05681,50,Male,Mumbai,High,Gold,300000,2020-02-17,Active
C05682,62,Male,Chennai,Low,Gold,235000,2021-01-03,Active
C05683,40,Female,Hyderabad,High,Platinum,980000,2022-01-20,Inactive
C05684,61,Female,Hyderabad,Medium,Classic,120000,2022-01-10,Inactive
C05685,38,Male,Delhi,Medium,Gold,270000,2020-03-18,Active
C05686,58,Male,Pune,Medium,Classic,100000,2023-01-06,Inactive
C05687,40,Female,Pune,High,Classic,70000,2020-12-04,Active
C05688,26,Male,Pune,Medium,Classic,125000,2019-06-06,Active
C05689,62,Male,Delhi,Medium,Classic,85000,2023-01-31,Active
C05690,45,Female,Pune,Medium,Gold,210000,2022-10-17,Active
C05691,61,Male,Bangalore,Low,Platinum,920000,2023-01-17,Active
C05692,61,Male,Kolkata,Low,Gold,305000,2022-08-29,Active
C05693,23,Male,Mumbai,Medium,Gold,280000,2023-04-12,Inactive
C05694,64,Female,Bangalore,Low,Classic,130000,2021-05-14,Inactive
C05695,63,Female,Ahmedabad,High,Classic,90000,2023-04-18,Active
C05696,39,Male,Ahmedabad,Medium,Classic,120000,2021-03-25,Active
C05697,30,Male,Ahmedabad,Medium,Gold,180000,2021-10-05,Blocked
C05698,25,Female,Mumbai,Low,Classic,135000,2019-09-06,Active
C05699,42,Female,Kolkata,Medium,Gold,185000,2019-11-21,Active
C05700,29,Female,Hyderabad,High,Platinum,360000,2023-08-11,Active
C05701,53,Female,Kolkata,Medium,Gold,235000,2021-05-23,Active
C05702,35,Male,Ahmedabad,Low,Gold,325000,2022-03-02,Active
C05703,44,Female,Pune,Low,Gold,265000,2019-11-28,Active
C05704,50,Female,Kolkata,Medium,Classic,55000,2022-11-24,Inactive
C05705,56,Female,Bangalore,Medium,Classic,95000,2021-06-20,Inactive
C05706,59,Female,Hyderabad,Low,Platinum,450000,2020-05-08,Active
C05707,26,Male,Kolkata,Medium,Gold,195000,2021-08-22,Inactive
C05708,35,Female,Delhi,High,Gold,290000,2019-02-01,Active
C05709,58,Female,Ahmedabad,Low,Classic,130000,2022-09-27,Active
C05710,59,Female,Pune,Medium,Gold,345000,2020-01-18,Active
C05711,42,Male,Ahmedabad,High,Classic,75000,2023-05-17,Inactive
C05712,23,Female,Kolkata,High,Classic,125000,2020-09-29,Blocked
C05713,49,Female,Hyderabad,Low,Classic,95000,2019-12-17,Active
C05714,49,Male,Chennai,Low,Classic,140000,2019-01-15,Active
C05715,51,Female,Ahmedabad,High,Classic,65000,2019-05-29,Active
C05716,22,Female,Bangalore,Low,Classic,55000,2023-04-19,Active
C05717,55,Male,Pune,Medium,Gold,315000,2022-09-04,Active
C05718,29,Male,Pune,Medium,Gold,305000,2021-03-13,Active
C05719,42,Female,Mumbai,Medium,Gold,165000,2023-08-03,Active
C05720,39,Male,Hyderabad,Low,Classic,125000,2021-10-13,Active
C05721,57,Male,Ahmedabad,High,Platinum,500000,2019-02-21,Active
C05722,30,Male,Pune,Low,Classic,120000,2021-01-21,Active
C05723,41,Male,Pune,Medium,Classic,115000,2022-09-27,Active
C05724,37,Male,Bangalore,Medium,Gold,200000,2019-04-22,Active
C05725,23,Male,Mumbai,Low,Classic,120000,2020-06-16,Active
C05726,27,Female,Pune,Low,Gold,335000,2019-11-27,Active
C05727,61,Female,Ahmedabad,High,Gold,295000,2019-08-20,Active
C05728,57,Female,Pune,Medium,Platinum,900000,2021-12-17,Inactive
C05729,56,Male,Bangalore,Medium,Platinum,500000,2023-10-18,Active
C05730,23,Male,Ahmedabad,Medium,Platinum,350000,2020-06-30,Active
C05731,33,Male,Kolkata,Low,Classic,100000,2022-07-21,Active
C05732,61,Female,Bangalore,Medium,Platinum,480000,2023-04-22,Inactive
C05733,50,Female,Kolkata,Low,Classic,55000,2022-09-04,Active
C05734,43,Female,Chennai,Medium,Gold,165000,2020-04-27,Active
C05735,27,Male,Hyderabad,Low,Gold,215000,2022-04-11,Inactive
C05736,50,Female,Ahmedabad,High,Classic,125000,2021-04-02,Active
C05737,49,Male,Kolkata,Medium,Gold,220000,2020-02-25,Active
C05738,28,Female,Chennai,Low,Classic,55000,2022-04-01,Active
C05739,30,Male,Delhi,Low,Classic,110000,2022-02-16,Inactive
C05740,53,Male,Ahmedabad,Low,Platinum,510000,2021-02-04,Inactive
C05741,40,Male,Pune,High,Classic,145000,2021-10-12,Active
C05742,49,Female,Ahmedabad,Low,Classic,95000,2021-06-02,Inactive
C05743,49,Male,Bangalore,Medium,Classic,120000,2021-04-29,Active
C05744,41,Male,Ahmedabad,Low,Platinum,510000,2023-01-26,Active
C05745,21,Male,Kolkata,High,Classic,85000,2021-01-30,Active
C05746,54,Female,Hyderabad,Medium,Classic,55000,2020-12-03,Active
C05747,64,Male,Kolkata,Low,Platinum,900000,2023-12-03,Active
C05748,52,Female,Delhi,Medium,Classic,50000,2023-03-14,Active
C05749,34,Female,Pune,High,Classic,70000,2021-08-16,Active
C05750,57,Female,Delhi,Medium,Gold,320000,2022-12-09,Active
C05751,55,Female,Ahmedabad,Medium,Gold,255000,2021-10-06,Active
C05752,44,Female,Chennai,Low,Platinum,700000,2020-03-16,Active
C05753,21,Male,Delhi,Low,Classic,90000,2020-10-10,Active
C05754,26,Male,Ahmedabad,Low,Platinum,480000,2021-05-06,Active
C05755,24,Female,Kolkata,Medium,Platinum,560000,2021-03-31,Active
C05756,58,Male,Mumbai,Medium,Classic,125000,2020-02-05,Active
C05757,21,Male,Mumbai,High,Classic,90000,2021-07-09,Blocked
C05758,61,Female,Mumbai,Medium,Platinum,620000,2020-04-19,Active
C05759,51,Female,Pune,Low,Classic,50000,2019-10-05,Active
C05760,56,Female,Delhi,Medium,Gold,285000,2021-05-19,Blocked
C05761,29,Female,Pune,Medium,Gold,255000,2021-02-26,Active
C05762,61,Female,Pune,Medium,Gold,305000,2020-09-06,Active
C05763,43,Male,Bangalore,Medium,Platinum,860000,2022-01-11,Active
C05764,51,Male,Hyderabad,Low,Classic,100000,2022-04-16,Active
C05765,49,Female,Mumbai,Low,Classic,145000,2020-04-25,Active
C05766,41,Male,Ahmedabad,Medium,Platinum,750000,2022-09-01,Inactive
C05767,23,Male,Mumbai,Low,Platinum,780000,2021-10-25,Active
C05768,46,Female,Mumbai,Medium,Gold,315000,2023-08-01,Inactive
C05769,26,Male,Chennai,Low,Platinum,410000,2023-05-24,Active
C05770,40,Male,Chennai,High,Gold,295000,2020-03-20,Active
C05771,33,Male,Kolkata,High,Classic,135000,2023-02-19,Active
C05772,61,Male,Kolkata,High,Platinum,470000,2022-05-18,Active
C05773,43,Male,Mumbai,High,Classic,50000,2022-04-21,Active
C05774,35,Female,Mumbai,High,Classic,80000,2021-04-04,Active
C05775,51,Male,Pune,Medium,Classic,100000,2021-10-16,Inactive
C05776,24,Male,Chennai,High,Gold,175000,2020-10-09,Active
C05777,31,Male,Hyderabad,Medium,Platinum,550000,2021-12-24,Active
C05778,22,Male,Bangalore,High,Classic,70000,2021-12-29,Active
C05779,36,Female,Hyderabad,Low,Classic,95000,2023-05-27,Inactive
C05780,51,Male,Pune,Medium,Gold,290000,2021-10-06,Inactive
C05781,59,Female,Bangalore,High,Platinum,690000,2021-09-20,Active
C05782,63,Male,Delhi,Medium,Gold,205000,2019-04-05,Active
C05783,64,Female,Delhi,Low,Gold,330000,2022-01-20,Active
C05784,24,Male,Hyderabad,Medium,Gold,255000,2022-06-06,Active
C05785,48,Male,Chennai,Medium,Classic,100000,2022-12-23,Active
C05786,36,Male,Kolkata,Medium,Classic,110000,2019-09-16,Active
C05787,59,Female,Kolkata,Medium,Classic,95000,2021-05-01,Active
C05788,45,Male,Mumbai,Low,Platinum,760000,2021-03-24,Inactive
C05789,33,Male,Ahmedabad,High,Classic,150000,2020-05-18,Active
C05790,25,Female,Delhi,Medium,Gold,225000,2021-06-05,Active
C05791,50,Male,Ahmedabad,Low,Classic,105000,2019-01-24,Active
C05792,21,Male,Pune,High,Classic,135000,2020-09-26,Active
C05793,25,Female,Kolkata,Low,Classic,65000,2022-12-25,Active
C05794,34,Male,Chennai,Low,Classic,95000,2021-02-25,Active
C05795,31,Female,Chennai,High,Classic,50000,2020-03-20,Active
C05796,54,Male,Bangalore,High,Gold,235000,2020-11-18,Active
C05797,49,Male,Delhi,Low,Classic,120000,2022-06-08,Active
C05798,38,Male,Hyderabad,Low,Gold,230000,2021-12-12,Active
C05799,35,Female,Pune,Low,Classic,150000,2021-12-01,Active
C05800,45,Female,Chennai,High,Gold,150000,2023-06-02,Active
C05801,50,Female,Hyderabad,High,Gold,270000,2023-11-19,Active
C05802,22,Male,Hyderabad,Medium,Platinum,650000,2019-09-26,Active
C05803,60,Female,Pune,Low,Classic,100000,2021-05-29,Blocked
C05804,47,Male,Delhi,Low,Classic,145000,2022-06-16,Active
C05805,35,Male,Pune,High,Platinum,530000,2020-10-11,Active
C05806,52,Female,Hyderabad,Low,Classic,65000,2020-12-22,Active
C05807,40,Male,Kolkata,Medium,Platinum,520000,2019-01-09,Active
C05808,34,Male,Hyderabad,Medium,Classic,65000,2021-09-19,Active
C05809,47,Male,Mumbai,Low,Gold,280000,2023-12-12,Active
C05810,23,Female,Kolkata,Low,Classic,50000,2019-06-11,Active
C05811,23,Male,Kolkata,Low,Platinum,410000,2020-04-22,Blocked
C05812,33,Male,Pune,Medium,Gold,150000,2019-04-05,Active
C05813,45,Female,Hyderabad,High,Classic,75000,2020-08-01,Active
C05814,38,Male,Mumbai,Medium,Classic,60000,2020-06-22,Active
C05815,21,Male,Ahmedabad,Low,Classic,125000,2019-09-17,Active
C05816,59,Female,Delhi,Medium,Gold,315000,2019-01-26,Active
C05817,25,Female,Hyderabad,Low,Classic,55000,2019-12-18,Active
C05818,22,Male,Chennai,Low,Classic,100000,2020-03-10,Active
C05819,50,Female,Pune,Medium,Gold,300000,2020-08-06,Active
C05820,37,Male,Hyderabad,High,Classic,145000,2021-07-25,Active
C05821,49,Male,Mumbai,High,Classic,100000,2019-01-21,Active
C05822,62,Male,Chennai,Medium,Classic,85000,2021-04-12,Active
C05823,24,Male,Delhi,Medium,Gold,265000,2021-04-18,Active
C05824,29,Male,Pune,High,Platinum,870000,2022-12-30,Active
C05825,41,Female,Bangalore,Medium,Classic,120000,2020-08-16,Active
C05826,63,Female,Bangalore,Medium,Gold,285000,2021-05-06,Active
C05827,32,Female,Mumbai,Low,Classic,145000,2023-01-21,Active
C05828,32,Female,Delhi,Low,Classic,115000,2022-11-18,Inactive
C05829,24,Male,Delhi,Medium,Gold,275000,2021-04-09,Active
C05830,48,Male,Ahmedabad,High,Classic,135000,2022-07-16,Active
C05831,29,Female,Ahmedabad,Medium,Gold,330000,2020-08-21,Inactive
C05832,60,Female,Hyderabad,Low,Platinum,360000,2022-10-08,Active
C05833,52,Female,Ahmedabad,Medium,Platinum,680000,2022-04-18,Active
C05834,33,Male,Bangalore,Medium,Classic,55000,2021-01-12,Active
C05835,54,Male,Hyderabad,High,Classic,55000,2021-03-15,Active
C05836,39,Male,Delhi,Low,Platinum,950000,2023-04-27,Active
C05837,34,Male,Mumbai,Medium,Classic,105000,2023-04-17,Inactive
C05838,25,Male,Mumbai,Medium,Gold,160000,2022-09-09,Active
C05839,47,Male,Chennai,High,Classic,140000,2020-08-11,Active
C05840,48,Female,Kolkata,Medium,Classic,125000,2023-02-07,Active
C05841,46,Male,Mumbai,High,Classic,100000,2019-03-24,Active
C05842,30,Male,Kolkata,Low,Platinum,930000,2020-11-11,Active
C05843,44,Female,Bangalore,Low,Platinum,920000,2023-06-23,Active
C05844,37,Male,Chennai,Low,Classic,120000,2021-06-29,Active
C05845,36,Female,Bangalore,Medium,Platinum,560000,2020-10-30,Blocked
C05846,37,Male,Ahmedabad,Medium,Classic,100000,2020-05-19,Blocked
C05847,21,Female,Ahmedabad,Low,Classic,95000,2019-05-01,Active
C05848,41,Female,Hyderabad,Medium,Gold,265000,2022-11-02,Active
C05849,63,Female,Kolkata,Medium,Gold,240000,2022-11-02,Active
C05850,42,Male,Hyderabad,Medium,Classic,70000,2021-04-23,Active
C05851,25,Male,Mumbai,Low,Classic,115000,2019-07-02,Active
C05852,56,Male,Chennai,High,Platinum,750000,2019-03-12,Inactive
C05853,41,Male,Bangalore,Medium,Platinum,910000,2020-09-13,Active
C05854,29,Male,Bangalore,Low,Platinum,870000,2019-09-27,Inactive
C05855,47,Female,Ahmedabad,Medium,Classic,75000,2020-02-13,Inactive
C05856,32,Male,Delhi,Low,Gold,150000,2020-03-11,Active
C05857,38,Female,Mumbai,Medium,Classic,105000,2023-07-27,Active
C05858,55,Female,Pune,Low,Platinum,800000,2019-07-01,Active
C05859,35,Female,Hyderabad,High,Classic,65000,2021-07-01,Active
C05860,64,Male,Kolkata,High,Classic,120000,2020-12-16,Blocked
C05861,50,Female,Ahmedabad,Low,Classic,130000,2020-06-26,Active
C05862,53,Male,Pune,Low,Platinum,460000,2020-09-10,Active
C05863,56,Male,Ahmedabad,Low,Gold,150000,2022-12-10,Active
C05864,60,Female,Kolkata,Medium,Classic,110000,2023-05-28,Active
C05865,50,Male,Delhi,Low,Gold,295000,2021-05-20,Active
C05866,46,Female,Hyderabad,High,Platinum,400000,2019-08-24,Active
C05867,41,Male,Kolkata,Medium,Classic,90000,2019-11-29,Active
C05868,57,Male,Hyderabad,Medium,Platinum,840000,2020-06-08,Active
C05869,63,Male,Ahmedabad,Medium,Platinum,360000,2021-01-31,Active
C05870,51,Male,Kolkata,High,Classic,75000,2020-04-07,Active
C05871,37,Male,Bangalore,Low,Classic,100000,2023-07-25,Inactive
C05872,37,Male,Hyderabad,Medium,Classic,110000,2019-12-15,Inactive
C05873,54,Female,Chennai,Medium,Classic,75000,2019-01-08,Active
C05874,44,Female,Hyderabad,Medium,Classic,105000,2023-09-29,Active
C05875,53,Female,Kolkata,Medium,Gold,240000,2019-03-09,Active
C05876,24,Female,Chennai,Low,Gold,235000,2019-07-30,Active
C05877,29,Male,Kolkata,Medium,Classic,140000,2022-11-15,Inactive
C05878,22,Female,Hyderabad,High,Gold,285000,2022-03-06,Active
C05879,55,Male,Delhi,Low,Gold,205000,2021-12-15,Active
C05880,58,Male,Kolkata,Medium,Platinum,860000,2022-04-02,Active
C05881,35,Female,Bangalore,Low,Classic,110000,2022-10-05,Active
C05882,63,Male,Delhi,Medium,Gold,260000,2021-01-29,Inactive
C05883,62,Female,Bangalore,Medium,Platinum,920000,2021-02-21,Active
C05884,23,Male,Kolkata,Medium,Gold,295000,2022-11-20,Active
C05885,51,Male,Kolkata,Low,Classic,75000,2022-05-10,Active
C05886,61,Male,Delhi,Low,Classic,110000,2019-02-01,Active
C05887,62,Male,Ahmedabad,Medium,Platinum,960000,2019-12-14,Active
C05888,43,Female,Kolkata,Low,Classic,95000,2019-07-20,Active
C05889,32,Female,Mumbai,Low,Platinum,430000,2023-01-20,Active
C05890,28,Male,Hyderabad,Medium,Platinum,980000,2020-09-14,Active
C05891,41,Male,Hyderabad,Low,Classic,120000,2019-10-08,Active
C05892,41,Male,Mumbai,High,Gold,295000,2020-02-23,Active
C05893,52,Female,Mumbai,Low,Classic,70000,2023-08-25,Active
C05894,37,Male,Chennai,Medium,Classic,90000,2019-09-06,Active
C05895,57,Female,Delhi,Low,Gold,220000,2022-08-04,Active
C05896,44,Female,Kolkata,Medium,Gold,320000,2022-04-24,Active
C05897,28,Female,Hyderabad,Medium,Classic,140000,2021-08-18,Inactive
C05898,38,Female,Chennai,Medium,Platinum,680000,2022-05-28,Inactive
C05899,31,Female,Kolkata,Medium,Classic,135000,2023-09-23,Active
C05900,30,Female,Kolkata,Low,Classic,115000,2019-05-05,Active
C05901,46,Female,Pune,Low,Classic,110000,2023-08-28,Active
C05902,26,Female,Hyderabad,High,Classic,85000,2023-08-25,Inactive
C05903,37,Female,Kolkata,Medium,Platinum,760000,2020-10-30,Active
C05904,43,Female,Mumbai,Medium,Gold,155000,2019-10-31,Inactive
C05905,62,Female,Chennai,High,Gold,280000,2019-04-03,Active
C05906,57,Female,Pune,Low,Gold,315000,2019-01-31,Active
C05907,48,Female,Chennai,Medium,Classic,65000,2021-09-30,Active
C05908,36,Male,Chennai,Low,Classic,90000,2023-02-23,Inactive
C05909,32,Male,Delhi,Low,Gold,250000,2019-07-03,Active
C05910,41,Female,Pune,Low,Platinum,760000,2023-11-13,Active
C05911,44,Male,Chennai,High,Platinum,410000,2019-12-16,Active
C05912,48,Male,Ahmedabad,Low,Classic,125000,2020-09-29,Active
C05913,57,Male,Hyderabad,Low,Classic,70000,2023-10-25,Active
C05914,41,Female,Delhi,Low,Classic,110000,2023-11-15,Blocked
C05915,53,Female,Ahmedabad,Low,Classic,95000,2022-03-22,Blocked
C05916,22,Male,Ahmedabad,High,Classic,55000,2021-06-29,Inactive
C05917,57,Male,Hyderabad,Medium,Gold,225000,2020-04-07,Inactive
C05918,39,Female,Pune,High,Classic,145000,2019-07-21,Blocked
C05919,48,Female,Ahmedabad,High,Gold,150000,2020-12-08,Active
C05920,35,Male,Chennai,High,Gold,175000,2022-10-05,Active
C05921,21,Male,Chennai,Low,Classic,140000,2019-11-16,Active
C05922,63,Female,Pune,Low,Gold,310000,2021-08-27,Active
C05923,48,Female,Hyderabad,Medium,Classic,70000,2022-08-24,Blocked
C05924,55,Female,Kolkata,Medium,Gold,205000,2020-06-16,Active
C05925,52,Female,Bangalore,Medium,Platinum,640000,2023-06-26,Active
C05926,48,Female,Chennai,Low,Gold,230000,2021-11-16,Inactive
C05927,29,Male,Chennai,High,Platinum,530000,2019-01-28,Inactive
C05928,44,Male,Kolkata,Low,Classic,85000,2022-11-04,Active
C05929,24,Female,Delhi,Low,Gold,270000,2021-11-02,Inactive
C05930,61,Female,Hyderabad,Medium,Gold,320000,2020-12-14,Active
C05931,23,Female,Kolkata,Low,Gold,190000,2023-07-26,Active
C05932,42,Female,Ahmedabad,Low,Platinum,730000,2020-04-10,Active
C05933,60,Female,Kolkata,Low,Gold,335000,2020-05-21,Active
C05934,59,Female,Chennai,Low,Gold,220000,2022-01-17,Active
C05935,45,Male,Hyderabad,Low,Classic,110000,2020-10-10,Inactive
C05936,42,Male,Delhi,Low,Classic,115000,2020-11-10,Active
C05937,54,Female,Hyderabad,Medium,Gold,330000,2023-12-07,Active
C05938,40,Male,Hyderabad,Medium,Gold,275000,2019-04-05,Active
C05939,56,Male,Kolkata,Medium,Platinum,940000,2023-01-06,Blocked
C05940,57,Female,Delhi,Medium,Classic,55000,2021-04-08,Active
C05941,59,Female,Chennai,Low,Classic,80000,2022-05-22,Active
C05942,47,Male,Ahmedabad,Low,Gold,295000,2019-11-29,Active
C05943,52,Female,Hyderabad,High,Platinum,670000,2021-01-15,Blocked
C05944,62,Male,Bangalore,Medium,Platinum,720000,2022-01-27,Blocked
C05945,49,Male,Chennai,Low,Classic,145000,2023-05-15,Active
C05946,61,Female,Kolkata,High,Classic,140000,2023-09-25,Active
C05947,52,Female,Delhi,Medium,Classic,90000,2022-11-13,Inactive
C05948,44,Male,Mumbai,Low,Classic,75000,2019-02-26,Active
C05949,23,Male,Pune,High,Platinum,950000,2022-11-10,Inactive
C05950,47,Male,Bangalore,Low,Classic,130000,2023-02-09,Active
C05951,29,Female,Chennai,High,Classic,70000,2023-04-29,Blocked
C05952,60,Female,Pune,Low,Classic,120000,2020-10-18,Active
C05953,43,Male,Delhi,Low,Classic,80000,2020-10-23,Active
C05954,27,Male,Bangalore,Medium,Platinum,540000,2020-11-26,Active
C05955,37,Female,Chennai,Low,Classic,135000,2020-09-21,Active
C05956,57,Female,Pune,Low,Classic,130000,2021-04-17,Active
C05957,27,Female,Ahmedabad,Medium,Platinum,520000,2019-02-07,Active
C05958,50,Male,Mumbai,Low,Classic,55000,2023-12-01,Active
C05959,33,Female,Chennai,High,Gold,235000,2019-07-27,Active
C05960,38,Male,Ahmedabad,Medium,Classic,115000,2023-09-09,Blocked
C05961,51,Male,Mumbai,High,Gold,165000,2020-05-16,Active
C05962,42,Male,Mumbai,Medium,Classic,80000,2020-10-21,Active
C05963,34,Male,Hyderabad,Medium,Classic,80000,2019-02-25,Active
C05964,38,Female,Kolkata,Low,Gold,150000,2019-12-04,Active
C05965,55,Female,Delhi,Medium,Classic,85000,2022-10-31,Active
C05966,37,Female,Hyderabad,Low,Gold,265000,2019-12-29,Active
C05967,39,Male,Mumbai,Low,Classic,95000,2020-08-14,Active
C05968,51,Male,Delhi,Low,Gold,190000,2020-05-25,Inactive
C05969,59,Male,Delhi,Low,Platinum,730000,2021-04-04,Inactive
C05970,56,Female,Delhi,Low,Classic,60000,2021-10-24,Active
C05971,35,Female,Bangalore,Medium,Classic,105000,2023-09-07,Active
C05972,49,Male,Chennai,Low,Platinum,410000,2020-07-21,Active
C05973,60,Male,Mumbai,Low,Gold,205000,2021-06-20,Inactive
C05974,36,Male,Delhi,High,Classic,130000,2021-01-10,Active
C05975,53,Female,Pune,Medium,Classic,115000,2019-12-29,Active
C05976,45,Male,Bangalore,High,Classic,60000,2022-07-30,Active
C05977,36,Male,Bangalore,High,Classic,50000,2023-06-08,Inactive
C05978,50,Male,Pune,Low,Platinum,620000,2022-04-21,Active
C05979,54,Male,Mumbai,High,Gold,260000,2019-03-11,Active
C05980,22,Male,Hyderabad,Low,Gold,235000,2021-10-25,Active
C05981,60,Female,Bangalore,High,Classic,115000,2021-02-25,Active
C05982,64,Female,Mumbai,Medium,Classic,110000,2020-09-10,Active
C05983,63,Male,Bangalore,Medium,Platinum,780000,2020-07-30,Active
C05984,58,Male,Mumbai,Medium,Classic,70000,2023-12-30,Active
C05985,38,Female,Delhi,High,Classic,60000,2020-05-12,Active
C05986,25,Female,Kolkata,Medium,Classic,115000,2022-03-01,Active
C05987,60,Male,Hyderabad,Medium,Gold,340000,2023-12-12,Active
C05988,26,Female,Pune,Low,Classic,80000,2023-05-17,Active
C05989,32,Female,Bangalore,Medium,Classic,130000,2023-02-24,Blocked
C05990,32,Male,Pune,Low,Platinum,730000,2022-01-06,Active
C05991,32,Female,Ahmedabad,Medium,Gold,170000,2020-11-30,Active
C05992,29,Female,Bangalore,Medium,Classic,120000,2023-06-16,Active
C05993,62,Female,Bangalore,Low,Gold,275000,2021-05-21,Active
C05994,42,Male,Kolkata,Medium,Classic,80000,2021-02-19,Active
C05995,36,Male,Chennai,Medium,Classic,110000,2019-02-16,Active
C05996,24,Male,Chennai,High,Gold,210000,2022-12-11,Active
C05997,23,Female,Kolkata,Low,Classic,110000,2023-10-17,Inactive
C05998,36,Male,Pune,High,Classic,85000,2022-08-23,Active
C05999,34,Male,Delhi,High,Gold,305000,2019-02-20,Active
C06000,61,Female,Bangalore,High,Platinum,380000,2020-08-16,Active
C06001,58,Male,Ahmedabad,High,Gold,230000,2020-03-28,Active
C06002,24,Female,Hyderabad,Medium,Classic,145000,2019-02-22,Active
C06003,22,Male,Ahmedabad,Low,Classic,115000,2022-01-15,Active
C06004,30,Male,Chennai,Medium,Classic,100000,2020-07-15,Active
C06005,31,Male,Mumbai,Medium,Classic,95000,2023-01-22,Active
C06006,59,Female,Mumbai,High,Classic,50000,2022-10-18,Active
C06007,46,Female,Mumbai,Medium,Gold,340000,2022-03-14,Active
C06008,57,Male,Delhi,Medium,Classic,75000,2021-07-17,Active
C06009,46,Female,Kolkata,Medium,Classic,80000,2022-08-22,Active
C06010,24,Female,Bangalore,Low,Gold,335000,2023-11-09,Active
C06011,46,Male,Bangalore,Low,Classic,135000,2023-03-14,Inactive
C06012,58,Male,Pune,Medium,Platinum,360000,2022-01-22,Active
C06013,48,Male,Ahmedabad,Low,Classic,90000,2022-11-16,Inactive
C06014,22,Female,Ahmedabad,Low,Platinum,880000,2019-02-19,Active
C06015,22,Female,Chennai,Medium,Platinum,640000,2022-01-01,Active
C06016,36,Male,Mumbai,Medium,Platinum,380000,2021-04-14,Active
C06017,43,Male,Delhi,Medium,Classic,80000,2023-07-22,Active
C06018,43,Male,Pune,High,Platinum,910000,2023-11-25,Active
C06019,33,Male,Hyderabad,Low,Classic,130000,2020-06-26,Active
C06020,41,Male,Bangalore,Low,Classic,105000,2022-02-04,Inactive
C06021,59,Male,Bangalore,Medium,Classic,110000,2023-05-20,Active
C06022,45,Male,Delhi,High,Classic,150000,2021-02-06,Active
C06023,57,Female,Pune,Medium,Classic,110000,2020-08-10,Active
C06024,33,Male,Pune,Low,Classic,85000,2019-09-11,Active
C06025,35,Male,Chennai,Medium,Classic,80000,2020-12-26,Active
C06026,48,Male,Kolkata,High,Gold,290000,2021-02-26,Active
C06027,23,Male,Delhi,Low,Classic,65000,2022-12-23,Active
C06028,43,Female,Pune,Low,Gold,320000,2022-09-02,Active
C06029,24,Female,Chennai,Medium,Platinum,820000,2022-09-21,Active
C06030,23,Male,Pune,Low,Classic,140000,2019-01-16,Active
C06031,59,Male,Bangalore,Medium,Gold,155000,2019-06-09,Active
C06032,28,Male,Chennai,Low,Platinum,480000,2023-10-20,Active
C06033,63,Male,Pune,Low,Classic,125000,2022-10-25,Active
C06034,45,Female,Kolkata,Low,Classic,130000,2021-04-11,Active
C06035,61,Male,Kolkata,Low,Platinum,690000,2021-04-01,Active
C06036,32,Female,Chennai,Low,Platinum,550000,2021-04-28,Active
C06037,25,Female,Kolkata,High,Gold,285000,2020-01-07,Active
C06038,53,Male,Chennai,Low,Classic,130000,2023-11-05,Active
C06039,45,Male,Kolkata,Medium,Platinum,660000,2022-06-15,Active
C06040,45,Female,Pune,High,Classic,75000,2020-03-23,Active
C06041,55,Male,Chennai,Low,Classic,75000,2020-12-22,Active
C06042,35,Male,Kolkata,Low,Classic,50000,2020-03-01,Active
C06043,62,Male,Mumbai,Medium,Classic,125000,2023-07-24,Active
C06044,46,Female,Kolkata,Low,Gold,305000,2022-07-09,Active
C06045,30,Male,Mumbai,Medium,Platinum,380000,2021-07-09,Inactive
C06046,44,Female,Pune,High,Gold,300000,2023-09-06,Active
C06047,55,Female,Mumbai,Low,Classic,150000,2021-05-16,Active
C06048,49,Female,Mumbai,Medium,Gold,245000,2023-09-06,Active
C06049,58,Male,Delhi,High,Gold,315000,2023-09-13,Active
C06050,25,Female,Kolkata,Low,Classic,105000,2022-03-30,Active
C06051,44,Male,Hyderabad,Low,Platinum,500000,2022-04-26,Active
C06052,39,Male,Pune,Medium,Platinum,400000,2022-08-11,Active
C06053,64,Female,Chennai,High,Gold,225000,2020-03-14,Active
C06054,29,Male,Delhi,Low,Classic,80000,2021-10-04,Inactive
C06055,46,Female,Pune,Low,Gold,215000,2019-08-10,Blocked
C06056,45,Male,Mumbai,Low,Platinum,370000,2023-05-06,Active
C06057,55,Female,Chennai,Low,Classic,50000,2022-01-03,Inactive
C06058,56,Male,Hyderabad,Low,Platinum,830000,2022-06-06,Active
C06059,34,Female,Pune,Low,Classic,145000,2019-07-14,Active
C06060,26,Male,Chennai,Medium,Gold,325000,2020-11-22,Active
